,标题,作者,日刊,卷数,页数,DOI,出版年份,关键词,版权作者,版权作者地址,地址,供资,研究领域,WOS类别,文件类型,语言,加入号,ISSN,eISSN,IDS号,引用WOS中的参考文献,大学代码
17,Statistical analysis of tangential contact stiffness of joint surfaces,"Shi, JP (Shi, Junping)[ 1,2 ] ; Cao, XS (Cao, Xiaoshan)[ 1,2 ] ; Hu, YF (Hu, Yifeng)[ 1,2 ] ; Zhu, H (Zhu, Hong)[ 1 ]",ARCHIVE OF APPLIED MECHANICS,85,1997-2008,10.1007/s00419-015-1033-4,Dec-15,ROUGH SURFACES; MODEL,"Shi, JP (reprint author)","Xian Univ Technol, State Key Lab Base Ecohydraul Engn Arid Area, Xian 710048, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Xi'an University of Technology","[ 1 ] Xian Univ Technol, State Key Lab Base Ecohydraul Engn Arid Area, Xian 710048, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Xi'an University of Technology;[ 2 ] Xi An Jiao Tong Univ, State Key Lab Strength & Vibrat Mech Struct, Xian 710049, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 11402198<U+00A0> 11302167<U+00A0> 10972180<U+00A0>,Mechanics,Mechanics,Article,English,WOS:000363536600014,0939-1533,1432-0681,CU4YD,22,10698
18,The PHLDB1 rs498872 (11q23.3) polymorphism and glioma risk: A meta-analysis,"Gao, XC (Gao, Xingchun)[ 1 ] ; Mi, YJ (Mi, Yajing)[ 1 ] ; Yan, AL (Yan, Aili)[ 1 ] ; Sha, BY (Sha, Baoyong)[ 1 ] ; Guo, N (Guo, Na)[ 1 ] ; Hu, ZF (Hu, Zhifang)[ 1 ] ; Zhang, N (Zhang, Ni)[ 1 ] ; Jiang, FL (Jiang, Fengliang)[ 1 ] ; Gou, XC (Gou, Xingchun)[ 1 ]",ASIA-PACIFIC JOURNAL OF CLINICAL ONCOLOGY,11,E13-E21,10.1111/ajco.12211,Dec-15,HIGH-GRADE GLIOMA; GENETIC-VARIANTS; MOLECULAR ETIOLOGIES; SUSCEPTIBILITY LOCI; ASSOCIATIONS; ALLERGY; COMMON,"Gou, XC (reprint author)","Xian Med Univ, Inst Basic Med Sci, Xian 710021, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xian Med Univ, Inst Basic Med Sci, Xian 710021, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",Natural Science Basic Research Plan in Shaanxi Province of China<U+00A0> 2013JQ3017<U+00A0>;National Natural Science Foundation of China<U+00A0> 81071060<U+00A0> 81271290<U+00A0> 81301040<U+00A0>;Scientific Research Program - Shaanxi Provincial Education Department<U+00A0> 11JK0665<U+00A0>;Shaanxi Provincial Health Department<U+00A0> 2014D21<U+00A0>,Oncology,Oncology,Review,English,WOS:000363678000002,1743-7555,1743-7563,CU6XI,28,10698
19,Vitamin K-1 distribution following intravenous vitamin K-1-fat emulsion administration in rats,"Xiao, X (Xiao, Xue)[ 1 ] ; Mi, YN (Mi, Yan-Ni)[ 1 ] ; Wang, F (Wang, Fa)[ 2 ] ; Zhang, BH (Zhang, Bing-Hua)[ 2 ] ; Cao, L (Cao, Lei)[ 1 ] ; Cao, YX (Cao, Yong-Xiao)[ 1 ]",BIOMEDICAL CHROMATOGRAPHY,29,1849-1858,10.1002/bmc.3506,Dec-15,PERFORMANCE LIQUID-CHROMATOGRAPHY; MIXED MICELLES FORMULATION; TISSUE DISTRIBUTION; PHYLLOQUINONE VITAMIN-K-1; PHARMACOKINETICS; LIVER,"Cao, L (reprint author)","Xi An Jiao Tong Univ, Sch Basic Med Sci, Dept Pharmacol, Hlth Sci Ctr, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Basic Med Sci, Dept Pharmacol, Hlth Sci Ctr, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Shaanxi Inst Food & Drug Control, Xian 710061, Shaanxi, Peoples R China",NA,Biochemistry & Molecular Biology; Chemistry; Pharmacology & Pharmacy,"Biochemical Research Methods; Biochemistry & Molecular Biology; Chemistry, Analytical; Pharmacology & Pharmacy",Article,English,WOS:000363701200010,0269-3879,1099-0801,CU7FD,24,10698
20,Electron-hole recombination dynamics in carbon nanodots,"Nguyen, V (Nguyen, Vanthan)[ 1,2,3 ] ; Si, JH (Si, Jinhai)[ 1,2 ] ; Yan, LH (Yan, Lihe)[ 1,2 ] ; Hou, X (Hou, Xun)[ 1,2 ]",CARBON,95,659-663,10.1016/j.carbon.2015.08.066,Dec-15,GRAPHENE QUANTUM DOTS; LIGHT-EMITTING-DIODES; FUNCTIONAL-GROUPS; PHOTOLUMINESCENCE; FLUORESCENCE; EMISSION; SIZE; NANOPARTICLES; LUMINESCENCE; MECHANISM,"Si, JH (reprint author)","Xi An Jiao Tong Univ, Sch Elect & Informat Engn, Key Lab Phys Elect & Devices, Minist Educ, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Elect & Informat Engn, Key Lab Phys Elect & Devices, Minist Educ, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Sch Elect & Informat Engn, Shaanxi Key Lab Informat Photon Tech, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 3 ] Le Quy Don Tech Univ, Hanoi 7EN 248, Vietnam",National Basic Research Program of China (973 Program)<U+00A0> 2012CB921804<U+00A0>;National Natural Science Foundation of China<U+00A0> 61235003<U+00A0> 11304242<U+00A0> 11474078<U+00A0>;Collaborative Innovation Center of Suzhou Nano Science and Technology<U+00A0> <U+00A0>,Chemistry; Materials Science,"Chemistry, Physical; Materials Science, Multidisciplinary",Article,English,WOS:000363312900077,0008-6223,1873-3891,CU1WM,33,10698
21,Achieving large dielectric property improvement in polymer/carbon nanotube composites by engineering the nanotube surface via atom transfer radical polymerization,"Chen, Z (Chen, Zhe)[ 1 ] ; Xie, LY (Xie, Liyuan)[ 1 ] ; Huang, XY (Huang, Xingyi)[ 1 ] ; Li, ST (Li, Shengtao)[ 2 ] ; Jiang, PK (Jiang, Pingkai)[ 1 ]",CARBON,95,895-903,10.1016/j.carbon.2015.09.020,Dec-15,MULTIWALLED CARBON NANOTUBES; LOW PERCOLATION-THRESHOLD; LARGE ENERGY DENSITY; ASPECT-RATIO; NANOCOMPOSITE CAPACITORS; 3-PHASE NANOCOMPOSITES; HIGH-PERMITTIVITY; CONSTANT; CONDUCTIVITY; GRAPHENE,"Huang, XY (reprint author)","Shanghai Jiao Tong Univ, Dept Polymer Sci & Engn, Shanghai Key Lab Elect Insulat & Thermal Aging, Shanghai 200240, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Shanghai Jiao Tong University","[ 1 ] Shanghai Jiao Tong Univ, Dept Polymer Sci & Engn, Shanghai Key Lab Elect Insulat & Thermal Aging, Shanghai 200240, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Shanghai Jiao Tong University;[ 2 ] Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 51477096<U+00A0> 51277117<U+00A0> 51522703<U+00A0>;Special Fund of the National Priority Basic Research of China<U+00A0> 2014CB239503<U+00A0>;Shanghai Pujiang Program<U+00A0> PJ14D018<U+00A0>;SMC Excellent Young faculty Award of Shanghai Jiao Tong University<U+00A0> <U+00A0>;State Key Laboratory of Electrical Insulation and Power Equipment<U+00A0> EIPE15202<U+00A0>,Chemistry; Materials Science,"Chemistry, Physical; Materials Science, Multidisciplinary",Article,English,WOS:000363312900106,0008-6223,1873-3891,CU1WM,52,10698
22,Macroporous Helical Silica Immobilizing Cobalt-Salen Complex Catalyzed Asymmetric Hydrolytic Kinetic Resolution of Epoxides,"Li, L (Li, Le)[ 1 ] ; Huang, BH (Huang, Benhua)[ 1 ] ; Li, Y (Li, Yu)[ 1 ] ; Zhang, GB (Zhang, Guangbin)[ 2 ] ; Imam, Z (Imam, Zulpiya)[ 1 ] ; Zheng, A (Zheng, Aqun)[ 1 ] ; Sun, Y (Sun, Yang)[ 1 ]",CATALYSIS SURVEYS FROM ASIA,19,236-248,10.1007/s10563-015-9198-y,Dec-15,MESOPOROUS SILICA; RACEMIC EPOXIDES; ACID; XPS; EPOXIDATION; TEMPLATES; ZEOLITES; SBA-15; HKR,"Sun, Y (reprint author)","Xi An Jiao Tong Univ, Sch Sci, Dept Appl Chem, 28 Xianning West Rd, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Sci, Dept Appl Chem, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Sch Pharm, Hlth Sci Ctr, Xian 710061, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",Fundamental Research Funds for the Central Universities<U+00A0> xjj2014005<U+00A0>,Chemistry,"Chemistry, Physical",Article,English,WOS:000363538800004,1571-1013,1574-9266,CU4YV,41,10698
23,Wetting and interfacial behavior of molten Cu on Co-Si(Mo) coated SiC,"Zhao, ST (Zhao, S. T.)[ 1,4 ] ; Zhang, XZ (Zhang, X. Z.)[ 2 ] ; Liu, GW (Liu, G. W.)[ 2 ] ; Valenza, F (Valenza, F.)[ 3 ] ; Muolo, ML (Muolo, M. L.)[ 3 ] ; Qiao, GJ (Qiao, G. J.)[ 1,2 ] ; Passerone, A (Passerone, A.)[ 3 ]",CERAMICS INTERNATIONAL,41,13493-13501,10.1016/j.ceramint.2015.07.141,Dec-15,SILICON-CARBIDE; POWDER-METALLURGY; WETTABILITY; SYSTEM; ALLOYS; CO; COMPOSITES; ALUMINUM; SURFACE; COPPER,"Liu, GW (reprint author)","Jiangsu Univ, Sch Mat Sci & Engn, Zhenjiang 212013, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Jiangsu University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Mech Behav Mat, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Jiangsu Univ, Sch Mat Sci & Engn, Zhenjiang 212013, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Jiangsu University;[ 3 ] IENI CNR, Inst Energet & Interphases, I-16149 Genoa, Italy;[ 4 ] Henan Univ Sci & Technol, Sch Mat Sci & Engn, Luoyang 471003, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Henan University of Science & Technology",Program for the National Natural Science Foundation of China<U+00A0> 51172177<U+00A0> 51572112<U+00A0>;Six Talent Peaks Project of Jiangsu Province<U+00A0> 2014-XCL-002<U+00A0>;Post Doctorial Science Foundation of China<U+00A0> 2014M551512<U+00A0>;Innovation/Entrepreneurship Program of Jiangsu Province<U+00A0> suzutong [2013]477<U+00A0>,Materials Science,"Materials Science, Ceramics",Article,English,WOS:000362860900120,0272-8842,1873-3956,CT5OY,40,10698
24,Interface diffusion and pyroelectric properties of Pb0.8La0.1Ca0.1Ti0.975O3/(Na0.85K0.15)(0.5)Bi0.5TiO3 hierarchical composite thin films,"Chi, QG (Chi, Q. G.)[ 1,2,3 ] ; Cui, Y (Cui, Y.)[ 1 ] ; Zhang, CH (Zhang, C. H.)[ 1 ] ; Yang, FY (Yang, F. Y.)[ 1 ] ; Chen, Y (Chen, Y.)[ 2 ] ; Wang, X (Wang, X.)[ 2 ] ; Lei, QQ (Lei, Q. Q.)[ 2 ]",CERAMICS INTERNATIONAL,41,13767-13771,10.1016/j.ceramint.2015.08.055,Dec-15,SOL-GEL METHOD; ELECTRICAL-PROPERTIES; SEED LAYER; ENHANCED PERFORMANCE; PZT; ORIENTATION,"Chen, Y (reprint author)","Univ Elect Sci & Technol China, State Key Lab Elect Thin Films & Integrated Devic, Chengdu 610054, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>University of Electronic Science & Technology of China","[ 1 ] Harbin Univ Sci & Technol, Sch Appl Sci, Key Lab Engn Dielectr & Its Applicat, Minist Educ, Harbin 150080, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Harbin University of Science & Technology;[ 2 ] Univ Elect Sci & Technol China, State Key Lab Elect Thin Films & Integrated Devic, Chengdu 610054, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>University of Electronic Science & Technology of China;[ 3 ] Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 51202049<U+00A0> 61172042<U+00A0>;Heilongjiang Postdoctoral Special Fund<U+00A0> LBH-TZ0515<U+00A0>,Materials Science,"Materials Science, Ceramics",Article,English,WOS:000362860900154,0272-8842,1873-3956,CT5OY,18,10698
25,Autotrophic nitrogen removal of landfill leachate at lab-scale and pilot- scale: feasibility and cost evaluation,"Gao, JL (Gao, Junling)[ 1,2,3 ] ; He, YL (He, Yanling)[ 4 ] ; Chys, M (Chys, Michael)[ 2,3 ] ; Decostere, B (Decostere, Bjorge)[ 2,3 ] ; Audenaert, WM (Audenaert, Wimt. M.)[ 2,3 ] ; Van Hulle, SH (Van Hulle, StijnW. H.)[ 2,3 ]",JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,90,2152-2160,10.1002/jctb.4526,Dec-15,SEQUENCING BATCH REACTOR; PARTIAL NITRITATION/ANAMMOX; ANAMMOX REACTOR; TREATMENT-PLANT; WASTE-WATER; START-UP; DENITRIFICATION; DEAMMONIFICATION; PERFORMANCE; SBR,"Van Hulle, SH (reprint author)","LIWET, Graaf Karel Goedelaan 5, B-8500 Kortrijk, Belgium.","[ 1 ] Xi An Jiao Tong Univ, Sch Chem Engn & Technol, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Univ Ghent, Dept Ind Biol Sci, LIWET, B-8500 Kortrijk, Belgium <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Ghent University;[ 3 ] Univ Ghent, Dept Math Modelling Stat & Bioinformat, BIOMATH, B-9000 Ghent, Belgium <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Ghent University;[ 4 ] Xi An Jiao Tong Univ, Sch Human Settlement & Civil Engn, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",China Scholarship Council(CSC) by a CSC<U+00A0> <U+00A0>;IWT-Tetra project ANR<U+00A0> 80126<U+00A0>;Shaanxi (China) Major projects for Innovative Science and Technology<U+00A0> 2011KTZB03-03-01<U+00A0>;Flanders Knowledge Centre Water (Vlakwa vzw)<U+00A0> <U+00A0>,Biotechnology & Applied Microbiology; Chemistry; Engineering,"Biotechnology & Applied Microbiology; Chemistry, Multidisciplinary; Engineering, Chemical",Article,English,WOS:000363477400004,0268-2575,1097-4660,CU4DR,31,10698
26,Design and Characteristics of a High Current Two-Electrode Graphite Gas Switch for the ICF Power System,"Chen, L (Chen, Li)[ 1 ] ; Yang, LJ (Yang, Lanjun)[ 1 ] ; Huang, YZ (Huang, Yizhi)[ 1 ] ; Liu, Z (Liu, Zhan)[ 1 ] ; Wang, PC (Wang, PengCheng)[ 1 ] ; Xiao, L (Xiao, Lei)[ 1 ]",JOURNAL OF FUSION ENERGY,34,1278-1283,10.1007/s10894-015-9958-8,Dec-15,MODULE,"Yang, LJ (reprint author)","Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NA,Nuclear Science & Technology,Nuclear Science & Technology,Article,English,WOS:000363490000010,0164-0313,1572-9591,CU4IB,16,10698
27,Apamin-Sensitive K+ Current Upregulation in Volume-Overload Heart Failure is Associated with the Decreased Interaction of CK2 with SK2,"Yang, DD (Yang, Dandan)[ 1 ] ; Wang, TZ (Wang, Tingzhong)[ 1,2,3 ] ; Ni, YJ (Ni, Yajuan)[ 4 ] ; Song, BX (Song, Bingxue)[ 1 ] ; Ning, FF (Ning, Feifei)[ 1 ] ; Hu, PJ (Hu, Peijing)[ 1 ] ; Luo, L (Luo, Ling)[ 1 ] ; Wang, Y (Wang, Ya)[ 1 ] ; Ma, A (Ma, Aiqun)[ 1,2,3 ]",JOURNAL OF MEMBRANE BIOLOGY,248,1181-1189,10.1007/s00232-015-9839-0,Dec-15,CHRONIC ATRIAL-FIBRILLATION; VENTRICULAR MYOCYTES; FUNCTIONAL ROLES; GENE-EXPRESSION; CHANNELS SK1; RELEASE; PROTEIN; RAT; ALPHA-ACTININ2; ACTIVATION,"Ma, A (reprint author)","Xi An Jiao Tong Univ, Affiliated Hosp 1, Dept Cardiovasc Med, 277 West Yanta Rd, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Affiliated Hosp 1, Dept Cardiovasc Med, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Shaanxi Key Lab Mol Cardiol, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 3 ] Xi An Jiao Tong Univ, Minist Educ, Key Lab Environm & Genes Related Dis, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 4 ] Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Cardiovasc Med, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China (NSFC)<U+00A0> 30830051<U+00A0>;Science and Technology Program for Public Wellbeing<U+00A0> 2012GS610101<U+00A0>,Biochemistry & Molecular Biology; Cell Biology; Physiology,Biochemistry & Molecular Biology; Cell Biology; Physiology,Article,English,WOS:000363265100025,0022-2631,1432-1424,CU1FJ,39,10698
28,Red nucleus glutamate facilitates neuropathic allodynia induced by spared nerve injury through non-NMDA and metabotropic glutamate receptors,"Yu, J (Yu, Jing)[ 1 ] ; Ding, CP (Ding, Cui-Ping)[ 1 ] ; Wang, J (Wang, Jing)[ 1 ] ; Wang, T (Wang, Ting)[ 1,2 ] ; Zhang, T (Zhang, Tao)[ 1,2 ] ; Zeng, XY (Zeng, Xiao-Yan)[ 3 ] ; Wang, JY (Wang, Jun-Yang)[ 1 ]",JOURNAL OF NEUROSCIENCE RESEARCH,93,1839-1848,10.1002/jnr.23671,Dec-15,ANTERIOR CINGULATE CORTEX; MGLUR-MEDIATED INHIBITION; NECROSIS-FACTOR-ALPHA; SPINAL-CORD-INJURY; RAT SCIATIC-NERVE; DORSAL-HORN; VENTROPOSTEROLATERAL NUCLEUS; SYNAPTIC PLASTICITY; ANALGESIC ACTIVITY; INFLAMMATORY PAIN,"Wang, JY (reprint author)","Xi An Jiao Tong Univ, Dept Immunol & Pathogen Biol, Hlth Sci Ctr, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Dept Immunol & Pathogen Biol, Hlth Sci Ctr, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Ankang City Ctr Hosp, Dept Nucl Med, Ankang, Shaanxi, Peoples R China;[ 3 ] Xi An Jiao Tong Univ, Dept Lab Med, Hlth Sci Ctr, Affiliated Hosp 1, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 31070979<U+00A0>,Neurosciences & Neurology,Neurosciences,Article,English,WOS:000363261100007,0360-4012,1097-4547,CU1DZ,75,10698
29,Error estimates for the interpolating moving least-squares method in n-dimensional space,"Sun, FX (Sun, F. X.)[ 1,2 ] ; Wang, JF (Wang, J. F.)[ 1,3 ] ; Cheng, YM (Cheng, Y. M.)[ 1 ] ; Huang, AX (Huang, A. X.)[ 4 ]",APPLIED NUMERICAL MATHEMATICS,98,79-105,10.1016/j.apnum.2015.08.001,Dec-15,ELEMENT-FREE GALERKIN; 2-DIMENSIONAL ELASTICITY PROBLEMS; FREE-METHOD BEFM; MESHLESS MANIFOLD METHOD; INTEGRAL-EQUATION METHOD; RADIAL BASIS FUNCTIONS; BOUNDARY NODE METHOD; 2D FRACTURE PROBLEMS; FREE METHOD IBEFM; POTENTIAL PROBLEMS,"Cheng, YM (reprint author)","Shanghai Univ, Shanghai Inst Appl Math & Mech, Shanghai 200072, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Shanghai University","[ 1 ] Shanghai Univ, Shanghai Inst Appl Math & Mech, Shanghai 200072, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Shanghai University;[ 2 ] Ningbo Univ Technol, Fac Sci, Ningbo 315016, Zhejiang, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Ningbo University of Technology;[ 3 ] Zhejiang Univ, Ningbo Inst Technol, Ningbo 315100, Zhejiang, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Zhejiang University;[ 4 ] Xi An Jiao Tong Univ, Sch Math & Stat, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 11171208<U+00A0>;Natural Science Foundation of Ningbo<U+00A0> 2015A610299<U+00A0> 2015A610166<U+00A0>,Mathematics,"Mathematics, Applied",Article,English,WOS:000362857400005,0168-9274,1873-5460,CT5NP,80,10698
30,Sparseness-Controlled Proportionate Affine Projection Sign Algorithms for Acoustic Echo Cancellation,"Yu, Y (Yu, Yi)[ 1 ] ; Zhao, HQ (Zhao, Haiquan)[ 1 ] ; Chen, BD (Chen, Badong)[ 2 ]",CIRCUITS SYSTEMS AND SIGNAL PROCESSING,34,3933-3948,10.1007/s00034-015-0040-6,Dec-15,IMPULSIVE INTERFERENCE; IDENTIFICATION; COMBINATION; CHANNEL,"Zhao, HQ (reprint author)","Southwest Jiaotong Univ, Sch Elect Engn, Chengdu, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Southwest Jiaotong University","[ 1 ] Southwest Jiaotong Univ, Sch Elect Engn, Chengdu, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Southwest Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Sch Elect & Informat Engn, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 61271340<U+00A0> 61134002<U+00A0> 61372152<U+00A0> 61433011<U+00A0> U1234203<U+00A0>;Sichuan Provincial Youth Science and Technology Fund<U+00A0> 2012JQ0046<U+00A0>;Fundamental Research Funds for the Central Universities<U+00A0> SWJTU12CX026<U+00A0>;Postgraduate Innovative Experimental and Practice Project of Southwest Jiaotong University<U+00A0> YC201403211<U+00A0>,Engineering,"Engineering, Electrical & Electronic",Article,English,WOS:000362882600011,0278-081X,1531-5878,CT5WU,24,10698
31,A time-splitting Galerkin finite element method for the Davey-Stewartson equations,"Gao, YL (Gao, Yali)[ 1 ] ; Mei, LQ (Mei, Liquan)[ 1 ] ; Li, R (Li, Rui)[ 1 ]",COMPUTER PHYSICS COMMUNICATIONS,197,35-42,10.1016/j.cpc.2015.08.004,Dec-15,TRAVELING-WAVE SOLUTIONS; NUMERICAL-SOLUTIONS; SYSTEM; PACKETS,"Mei, LQ (reprint author)","Xi An Jiao Tong Univ, Sch Math & Stat, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Math & Stat, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NSF of China<U+00A0> 11371289<U+00A0>,Computer Science; Physics,"Computer Science, Interdisciplinary Applications; Physics, Mathematical",Article,English,WOS:000362919500005,0010-4655,1879-2944,CT6JO,30,10698
